location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Kaufingerstraße, München;2020-05-23 00:00:00 +0200;Saturday;39687;24;rain;
Kaufingerstraße, München;2020-05-24 00:00:00 +0200;Sunday;14518;17;partly-cloudy-day;
Kaufingerstraße, München;2020-05-25 00:00:00 +0200;Monday;39091;16;rain;
Kaufingerstraße, München;2020-05-26 00:00:00 +0200;Tuesday;43634;17;partly-cloudy-day;
Kaufingerstraße, München;2020-05-27 00:00:00 +0200;Wednesday;45833;20;clear-day;
Kaufingerstraße, München;2020-05-28 00:00:00 +0200;Thursday;40798;17;rain;
Kaufingerstraße, München;2020-05-29 00:00:00 +0200;Friday;53261;16;clear-day;
Kaufingerstraße, München;2020-05-30 00:00:00 +0200;Saturday;148;16;partly-cloudy-day;
Kaufingerstraße, München;2020-05-30 00:00:00 +0200;Saturday;75818;;;
Kaufingerstraße, München;2020-05-31 00:00:00 +0200;Sunday;18558;17;cloudy;
Kaufingerstraße, München;2020-06-01 00:00:00 +0200;Monday;18564;22;clear-day;
Kaufingerstraße, München;2020-06-02 00:00:00 +0200;Tuesday;57448;23;clear-day;
Kaufingerstraße, München;2020-06-03 00:00:00 +0200;Wednesday;52267;25;rain;
Kaufingerstraße, München;2020-06-04 00:00:00 +0200;Thursday;43492;21;rain;
Kaufingerstraße, München;2020-06-05 00:00:00 +0200;Friday;53867;16;rain;
Kaufingerstraße, München;2020-06-06 00:00:00 +0200;Saturday;66765;18;rain;
Kaufingerstraße, München;2020-06-07 00:00:00 +0200;Sunday;5624;13;rain;
Kaufingerstraße, München;2020-06-08 00:00:00 +0200;Monday;58022;17;rain;
Kaufingerstraße, München;2020-06-09 00:00:00 +0200;Tuesday;49779;14;rain;
Kaufingerstraße, München;2020-06-10 00:00:00 +0200;Wednesday;47169;16;rain;
Kaufingerstraße, München;2020-06-11 00:00:00 +0200;Thursday;22470;19;rain;
Kaufingerstraße, München;2020-06-12 00:00:00 +0200;Friday;77701;26;clear-day;
Kaufingerstraße, München;2020-06-13 00:00:00 +0200;Saturday;73355;26;rain;
Kaufingerstraße, München;2020-06-14 00:00:00 +0200;Sunday;7289;16;rain;
Kaufingerstraße, München;2020-06-15 00:00:00 +0200;Monday;17491;14;rain;
Kaufingerstraße, München;2020-06-16 00:00:00 +0200;Tuesday;43473;17;rain;
Kaufingerstraße, München;2020-06-17 00:00:00 +0200;Wednesday;41477;23;rain;
Kaufingerstraße, München;2020-06-18 00:00:00 +0200;Thursday;53634;22;rain;
Kaufingerstraße, München;2020-06-19 00:00:00 +0200;Friday;36997;16;rain;
Kaufingerstraße, München;2020-06-20 00:00:00 +0200;Saturday;69728;18;rain;
Kaufingerstraße, München;2020-06-21 00:00:00 +0200;Sunday;21033;21;rain;
Kaufingerstraße, München;2020-06-22 00:00:00 +0200;Monday;53366;22;partly-cloudy-day;
Kaufingerstraße, München;2020-06-23 00:00:00 +0200;Tuesday;51328;24;clear-day;
Kaufingerstraße, München;2020-06-24 00:00:00 +0200;Wednesday;51404;24;clear-day;
Kaufingerstraße, München;2020-06-25 00:00:00 +0200;Thursday;52037;22;partly-cloudy-day;
Kaufingerstraße, München;2020-06-26 00:00:00 +0200;Friday;58561;27;rain;
Kaufingerstraße, München;2020-06-27 00:00:00 +0200;Saturday;78147;29;rain;
Kaufingerstraße, München;2020-06-28 00:00:00 +0200;Sunday;16441;27;rain;
Kaufingerstraße, München;2020-06-29 00:00:00 +0200;Monday;50309;20;rain;
Kaufingerstraße, München;2020-06-30 00:00:00 +0200;Tuesday;56885;25;clear-day;
Kaufingerstraße, München;2020-07-01 00:00:00 +0200;Wednesday;49265;28;rain;
Kaufingerstraße, München;2020-07-02 00:00:00 +0200;Thursday;52524;23;rain;
Kaufingerstraße, München;2020-07-03 00:00:00 +0200;Friday;71651;21;rain;
Kaufingerstraße, München;2020-07-04 00:00:00 +0200;Saturday;91110;25;partly-cloudy-day;
Kaufingerstraße, München;2020-07-05 00:00:00 +0200;Sunday;20657;27;clear-day;
Kaufingerstraße, München;2020-07-06 00:00:00 +0200;Monday;61619;21;partly-cloudy-day;
Kaufingerstraße, München;2020-07-07 00:00:00 +0200;Tuesday;62264;22;clear-day;
Kaufingerstraße, München;2020-07-08 00:00:00 +0200;Wednesday;57320;25;clear-day;
Kaufingerstraße, München;2020-07-09 00:00:00 +0200;Thursday;57332;28;partly-cloudy-day;
Kaufingerstraße, München;2020-07-10 00:00:00 +0200;Friday;51801;30;rain;
Kaufingerstraße, München;2020-07-11 00:00:00 +0200;Saturday;91532;18;rain;
Kaufingerstraße, München;2020-07-12 00:00:00 +0200;Sunday;25804;22;clear-day;
Kaufingerstraße, München;2020-07-13 00:00:00 +0200;Monday;64284;23;partly-cloudy-day;
Kaufingerstraße, München;2020-07-14 00:00:00 +0200;Tuesday;59800;24;partly-cloudy-day;
Kaufingerstraße, München;2020-07-15 00:00:00 +0200;Wednesday;57881;20;rain;
Kaufingerstraße, München;2020-07-16 00:00:00 +0200;Thursday;42453;16;rain;
Kaufingerstraße, München;2020-07-17 00:00:00 +0200;Friday;74188;20;rain;
Kaufingerstraße, München;2020-07-18 00:00:00 +0200;Saturday;98259;21;rain;
Kaufingerstraße, München;2020-07-19 00:00:00 +0200;Sunday;573;26;rain;
Kaufingerstraße, München;2020-07-19 00:00:00 +0200;Sunday;24610;;;
Kaufingerstraße, München;2020-07-20 00:00:00 +0200;Monday;61470;28;partly-cloudy-day;
Kaufingerstraße, München;2020-07-21 00:00:00 +0200;Tuesday;61038;27;rain;
Kaufingerstraße, München;2020-07-22 00:00:00 +0200;Wednesday;66940;26;rain;
Kaufingerstraße, München;2020-07-23 00:00:00 +0200;Thursday;63573;26;rain;
Kaufingerstraße, München;2020-07-24 00:00:00 +0200;Friday;75710;23;rain;
Kaufingerstraße, München;2020-07-25 00:00:00 +0200;Saturday;92888;25;partly-cloudy-day;
Kaufingerstraße, München;2020-07-26 00:00:00 +0200;Sunday;25480;23;rain;
Kaufingerstraße, München;2020-07-27 00:00:00 +0200;Monday;70432;28;clear-day;
Kaufingerstraße, München;2020-07-28 00:00:00 +0200;Tuesday;54006;30;rain;
Kaufingerstraße, München;2020-07-29 00:00:00 +0200;Wednesday;72958;26;rain;
Kaufingerstraße, München;2020-07-30 00:00:00 +0200;Thursday;63112;30;clear-day;
Kaufingerstraße, München;2020-07-31 00:00:00 +0200;Friday;64550;32;clear-day;
Kaufingerstraße, München;2020-08-01 00:00:00 +0200;Saturday;72538;33;rain;
Kaufingerstraße, München;2020-08-02 00:00:00 +0200;Sunday;19980;25;rain;
Kaufingerstraße, München;2020-08-03 00:00:00 +0200;Monday;59515;17;rain;
Kaufingerstraße, München;2020-08-04 00:00:00 +0200;Tuesday;48079;14;rain;
Kaufingerstraße, München;2020-08-05 00:00:00 +0200;Wednesday;81176;21;clear-day;
Kaufingerstraße, München;2020-08-06 00:00:00 +0200;Thursday;71242;24;clear-day;
Kaufingerstraße, München;2020-08-07 00:00:00 +0200;Friday;68897;28;clear-day;
Kaufingerstraße, München;2020-08-08 00:00:00 +0200;Saturday;82549;29;clear-day;
Kaufingerstraße, München;2020-08-09 00:00:00 +0200;Sunday;22902;30;clear-day;
Kaufingerstraße, München;2020-08-10 00:00:00 +0200;Monday;64717;30;clear-day;
Kaufingerstraße, München;2020-08-11 00:00:00 +0200;Tuesday;64475;30;partly-cloudy-day;
Kaufingerstraße, München;2020-08-12 00:00:00 +0200;Wednesday;61742;29;partly-cloudy-day;
Kaufingerstraße, München;2020-08-13 00:00:00 +0200;Thursday;69610;26;rain;
