location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Ehrenstraße (Mitte), Köln;2020-09-24 00:00:00 +0200;Thursday;18760;20;rain;
Ehrenstraße (Mitte), Köln;2020-09-25 00:00:00 +0200;Friday;22651;16;rain;
Ehrenstraße (Mitte), Köln;2020-09-26 00:00:00 +0200;Saturday;22935;13;rain;
Ehrenstraße (Mitte), Köln;2020-09-27 00:00:00 +0200;Sunday;7912;15;rain;
Ehrenstraße (Mitte), Köln;2020-09-28 00:00:00 +0200;Monday;16416;14;rain;
Ehrenstraße (Mitte), Köln;2020-09-29 00:00:00 +0200;Tuesday;14398;14;rain;
Ehrenstraße (Mitte), Köln;2020-09-30 00:00:00 +0200;Wednesday;20889;19;rain;
Ehrenstraße (Mitte), Köln;2020-10-01 00:00:00 +0200;Thursday;17464;17;rain;
Ehrenstraße (Mitte), Köln;2020-10-02 00:00:00 +0200;Friday;27310;18;rain;
Ehrenstraße (Mitte), Köln;2020-10-03 00:00:00 +0200;Saturday;9732;16;rain;
Ehrenstraße (Mitte), Köln;2020-10-04 00:00:00 +0200;Sunday;8948;15;rain;
Ehrenstraße (Mitte), Köln;2020-10-05 00:00:00 +0200;Monday;18021;14;rain;
Ehrenstraße (Mitte), Köln;2020-10-06 00:00:00 +0200;Tuesday;17069;15;rain;
Ehrenstraße (Mitte), Köln;2020-10-07 00:00:00 +0200;Wednesday;20845;15;rain;
Ehrenstraße (Mitte), Köln;2020-10-08 00:00:00 +0200;Thursday;19608;17;rain;
Ehrenstraße (Mitte), Köln;2020-10-09 00:00:00 +0200;Friday;23213;15;rain;
Ehrenstraße (Mitte), Köln;2020-10-10 00:00:00 +0200;Saturday;32427;13;rain;
Ehrenstraße (Mitte), Köln;2020-10-11 00:00:00 +0200;Sunday;7443;14;rain;
Ehrenstraße (Mitte), Köln;2020-10-12 00:00:00 +0200;Monday;17614;14;rain;
Ehrenstraße (Mitte), Köln;2020-10-13 00:00:00 +0200;Tuesday;18817;13;cloudy;
Ehrenstraße (Mitte), Köln;2020-10-14 00:00:00 +0200;Wednesday;17882;12;rain;
Ehrenstraße (Mitte), Köln;2020-10-15 00:00:00 +0200;Thursday;17892;11;rain;
Ehrenstraße (Mitte), Köln;2020-10-16 00:00:00 +0200;Friday;19343;12;cloudy;
Ehrenstraße (Mitte), Köln;2020-10-17 00:00:00 +0200;Saturday;23062;12;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-10-18 00:00:00 +0200;Sunday;6390;14;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-10-19 00:00:00 +0200;Monday;17514;15;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-10-20 00:00:00 +0200;Tuesday;14661;14;rain;
Ehrenstraße (Mitte), Köln;2020-10-21 00:00:00 +0200;Wednesday;16516;20;rain;
Ehrenstraße (Mitte), Köln;2020-10-22 00:00:00 +0200;Thursday;16729;21;rain;
Ehrenstraße (Mitte), Köln;2020-10-23 00:00:00 +0200;Friday;16246;17;rain;
Ehrenstraße (Mitte), Köln;2020-10-24 00:00:00 +0200;Saturday;23131;17;rain;
Ehrenstraße (Mitte), Köln;2020-10-25 00:00:00 +0200;Sunday;4470;15;rain;
Ehrenstraße (Mitte), Köln;2020-10-26 00:00:00 +0100;Monday;14660;13;rain;
Ehrenstraße (Mitte), Köln;2020-10-27 00:00:00 +0100;Tuesday;14419;13;rain;
Ehrenstraße (Mitte), Köln;2020-10-28 00:00:00 +0100;Wednesday;14578;15;rain;
Ehrenstraße (Mitte), Köln;2020-10-29 00:00:00 +0100;Thursday;12811;13;rain;
Ehrenstraße (Mitte), Köln;2020-10-30 00:00:00 +0100;Friday;18997;16;rain;
Ehrenstraße (Mitte), Köln;2020-10-31 00:00:00 +0100;Saturday;24975;17;rain;
Ehrenstraße (Mitte), Köln;2020-11-01 00:00:00 +0100;Sunday;6416;17;rain;
Ehrenstraße (Mitte), Köln;2020-11-02 00:00:00 +0100;Monday;10249;21;rain;
Ehrenstraße (Mitte), Köln;2020-11-03 00:00:00 +0100;Tuesday;11963;14;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-11-04 00:00:00 +0100;Wednesday;12336;11;clear-day;
Ehrenstraße (Mitte), Köln;2020-11-05 00:00:00 +0100;Thursday;12404;10;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-11-06 00:00:00 +0100;Friday;15326;12;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-11-07 00:00:00 +0100;Saturday;19152;15;clear-day;
Ehrenstraße (Mitte), Köln;2020-11-08 00:00:00 +0100;Sunday;9135;15;rain;
Ehrenstraße (Mitte), Köln;2020-11-09 00:00:00 +0100;Monday;12732;16;rain;
Ehrenstraße (Mitte), Köln;2020-11-10 00:00:00 +0100;Tuesday;13638;15;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-11-11 00:00:00 +0100;Wednesday;12388;14;rain;
Ehrenstraße (Mitte), Köln;2020-11-12 00:00:00 +0100;Thursday;13185;14;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-11-13 00:00:00 +0100;Friday;15694;15;rain;
Ehrenstraße (Mitte), Köln;2020-11-14 00:00:00 +0100;Saturday;22353;17;rain;
Ehrenstraße (Mitte), Köln;2020-11-15 00:00:00 +0100;Sunday;4442;17;rain;
Ehrenstraße (Mitte), Köln;2020-11-16 00:00:00 +0100;Monday;11526;12;rain;
Ehrenstraße (Mitte), Köln;2020-11-17 00:00:00 +0100;Tuesday;12640;14;rain;
Ehrenstraße (Mitte), Köln;2020-11-18 00:00:00 +0100;Wednesday;13673;17;clear-day;
Ehrenstraße (Mitte), Köln;2020-11-19 00:00:00 +0100;Thursday;10719;13;rain;
Ehrenstraße (Mitte), Köln;2020-11-20 00:00:00 +0100;Friday;15995;8;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-11-21 00:00:00 +0100;Saturday;21867;9;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-11-22 00:00:00 +0100;Sunday;4421;11;rain;
Ehrenstraße (Mitte), Köln;2020-11-23 00:00:00 +0100;Monday;14069;11;rain;
Ehrenstraße (Mitte), Köln;2020-11-24 00:00:00 +0100;Tuesday;13636;10;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-11-25 00:00:00 +0100;Wednesday;14448;10;cloudy;
Ehrenstraße (Mitte), Köln;2020-11-26 00:00:00 +0100;Thursday;14736;9;clear-day;
Ehrenstraße (Mitte), Köln;2020-11-27 00:00:00 +0100;Friday;22127;8;clear-day;
Ehrenstraße (Mitte), Köln;2020-11-28 00:00:00 +0100;Saturday;102;9;clear-day;
Ehrenstraße (Mitte), Köln;2020-11-29 00:00:00 +0100;Sunday;0;3;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-11-30 00:00:00 +0100;Monday;13031;4;rain;
Ehrenstraße (Mitte), Köln;2020-12-01 00:00:00 +0100;Tuesday;9177;7;rain;
Ehrenstraße (Mitte), Köln;2020-12-02 00:00:00 +0100;Wednesday;13696;6;cloudy;
Ehrenstraße (Mitte), Köln;2020-12-03 00:00:00 +0100;Thursday;13710;6;rain;
Ehrenstraße (Mitte), Köln;2020-12-04 00:00:00 +0100;Friday;17345;9;rain;
Ehrenstraße (Mitte), Köln;2020-12-05 00:00:00 +0100;Saturday;23101;6;rain;
Ehrenstraße (Mitte), Köln;2020-12-06 00:00:00 +0100;Sunday;3843;4;rain;
Ehrenstraße (Mitte), Köln;2020-12-07 00:00:00 +0100;Monday;11120;7;rain;
Ehrenstraße (Mitte), Köln;2020-12-08 00:00:00 +0100;Tuesday;14278;6;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-12-09 00:00:00 +0100;Wednesday;15266;4;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-12-10 00:00:00 +0100;Thursday;15329;3;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-12-11 00:00:00 +0100;Friday;16818;4;rain;
Ehrenstraße (Mitte), Köln;2020-12-12 00:00:00 +0100;Saturday;21753;7;rain;
Ehrenstraße (Mitte), Köln;2020-12-13 00:00:00 +0100;Sunday;4443;9;rain;
Ehrenstraße (Mitte), Köln;2020-12-14 00:00:00 +0100;Monday;19969;10;rain;
Ehrenstraße (Mitte), Köln;2020-12-15 00:00:00 +0100;Tuesday;16027;10;rain;
Ehrenstraße (Mitte), Köln;2020-12-16 00:00:00 +0100;Wednesday;6940;12;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-12-17 00:00:00 +0100;Thursday;6703;11;rain;
Ehrenstraße (Mitte), Köln;2020-12-18 00:00:00 +0100;Friday;7778;10;partly-cloudy-day;
Ehrenstraße (Mitte), Köln;2020-12-19 00:00:00 +0100;Saturday;6831;13;rain;
Ehrenstraße (Mitte), Köln;2020-12-20 00:00:00 +0100;Sunday;4223;11;rain;
Ehrenstraße (Mitte), Köln;2020-12-21 00:00:00 +0100;Monday;5037;11;rain;
Ehrenstraße (Mitte), Köln;2020-12-22 00:00:00 +0100;Tuesday;6903;14;rain;
Ehrenstraße (Mitte), Köln;2020-12-23 00:00:00 +0100;Wednesday;4955;13;rain;
Ehrenstraße (Mitte), Köln;2020-12-24 00:00:00 +0100;Thursday;2738;10;rain;
Ehrenstraße (Mitte), Köln;2020-12-25 00:00:00 +0100;Friday;2303;5;rain;
Ehrenstraße (Mitte), Köln;2020-12-26 00:00:00 +0100;Saturday;2984;6;rain;
Ehrenstraße (Mitte), Köln;2020-12-27 00:00:00 +0100;Sunday;2689;5;rain;
Ehrenstraße (Mitte), Köln;2020-12-28 00:00:00 +0100;Monday;5401;6;rain;
Ehrenstraße (Mitte), Köln;2020-12-29 00:00:00 +0100;Tuesday;6584;5;rain;
Ehrenstraße (Mitte), Köln;2020-12-30 00:00:00 +0100;Wednesday;6379;5;rain;
Ehrenstraße (Mitte), Köln;2020-12-31 00:00:00 +0100;Thursday;3180;4;rain;
