location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Kurfürstendamm Nordseite (Ost), Berlin;2020-07-27 00:00:00 +0200;Monday;11968;27;partly-cloudy-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-07-28 00:00:00 +0200;Tuesday;11621;28;partly-cloudy-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-07-29 00:00:00 +0200;Wednesday;13258;23;clear-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-07-30 00:00:00 +0200;Thursday;13265;24;partly-cloudy-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-07-31 00:00:00 +0200;Friday;13259;27;partly-cloudy-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-01 00:00:00 +0200;Saturday;12803;30;partly-cloudy-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-02 00:00:00 +0200;Sunday;5822;27;rain;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-03 00:00:00 +0200;Monday;13492;24;rain;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-04 00:00:00 +0200;Tuesday;12991;24;partly-cloudy-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-05 00:00:00 +0200;Wednesday;12710;28;partly-cloudy-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-06 00:00:00 +0200;Thursday;11415;30;clear-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-07 00:00:00 +0200;Friday;11101;32;partly-cloudy-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-08 00:00:00 +0200;Saturday;10105;35;clear-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-09 00:00:00 +0200;Sunday;3996;35;rain;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-10 00:00:00 +0200;Monday;10283;32;rain;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-11 00:00:00 +0200;Tuesday;9876;33;clear-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-12 00:00:00 +0200;Wednesday;10128;32;clear-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-13 00:00:00 +0200;Thursday;10843;31;partly-cloudy-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-14 00:00:00 +0200;Friday;12475;28;rain;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-15 00:00:00 +0200;Saturday;12765;31;partly-cloudy-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-16 00:00:00 +0200;Sunday;4783;31;clear-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-17 00:00:00 +0200;Monday;10016;32;clear-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-18 00:00:00 +0200;Tuesday;10475;24;rain;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-19 00:00:00 +0200;Wednesday;11428;27;rain;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-20 00:00:00 +0200;Thursday;10577;31;cloudy;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-21 00:00:00 +0200;Friday;9235;36;partly-cloudy-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-22 00:00:00 +0200;Saturday;14569;27;rain;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-23 00:00:00 +0200;Sunday;5364;26;partly-cloudy-day;
Kurfürstendamm Nordseite (Ost), Berlin;2020-08-24 00:00:00 +0200;Monday;10805;23;rain;
