location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Zeil (Mitte), Frankfurt a.M.;2020-09-07 00:00:00 +0200;Monday;133;23;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-07 00:00:00 +0200;Monday;56135;;;
Zeil (Mitte), Frankfurt a.M.;2020-09-08 00:00:00 +0200;Tuesday;53906;27;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-09 00:00:00 +0200;Wednesday;52459;27;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-10 00:00:00 +0200;Thursday;56503;24;cloudy;
Zeil (Mitte), Frankfurt a.M.;2020-09-11 00:00:00 +0200;Friday;62947;26;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-12 00:00:00 +0200;Saturday;96758;29;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-13 00:00:00 +0200;Sunday;23565;29;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-14 00:00:00 +0200;Monday;49549;31;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-15 00:00:00 +0200;Tuesday;48529;31;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-16 00:00:00 +0200;Wednesday;48014;31;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-17 00:00:00 +0200;Thursday;54151;23;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-18 00:00:00 +0200;Friday;61986;24;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-19 00:00:00 +0200;Saturday;94765;25;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-20 00:00:00 +0200;Sunday;22722;26;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-21 00:00:00 +0200;Monday;50048;26;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-22 00:00:00 +0200;Tuesday;48523;27;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-23 00:00:00 +0200;Wednesday;46596;25;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-24 00:00:00 +0200;Thursday;49401;22;rain;
Zeil (Mitte), Frankfurt a.M.;2020-09-25 00:00:00 +0200;Friday;56599;15;rain;
Zeil (Mitte), Frankfurt a.M.;2020-09-26 00:00:00 +0200;Saturday;65364;13;rain;
Zeil (Mitte), Frankfurt a.M.;2020-09-27 00:00:00 +0200;Sunday;15210;14;rain;
Zeil (Mitte), Frankfurt a.M.;2020-09-28 00:00:00 +0200;Monday;53759;17;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-09-29 00:00:00 +0200;Tuesday;45195;16;rain;
Zeil (Mitte), Frankfurt a.M.;2020-09-30 00:00:00 +0200;Wednesday;57763;18;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-01 00:00:00 +0200;Thursday;55689;18;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-02 00:00:00 +0200;Friday;78071;20;cloudy;
Zeil (Mitte), Frankfurt a.M.;2020-10-03 00:00:00 +0200;Saturday;32402;18;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-04 00:00:00 +0200;Sunday;20605;17;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-05 00:00:00 +0200;Monday;56719;14;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-06 00:00:00 +0200;Tuesday;46391;14;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-07 00:00:00 +0200;Wednesday;62450;16;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-08 00:00:00 +0200;Thursday;57910;17;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-09 00:00:00 +0200;Friday;38224;15;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-10 00:00:00 +0200;Saturday;81645;15;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-11 00:00:00 +0200;Sunday;16993;14;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-10-12 00:00:00 +0200;Monday;47770;14;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-13 00:00:00 +0200;Tuesday;47577;14;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-10-14 00:00:00 +0200;Wednesday;42049;11;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-15 00:00:00 +0200;Thursday;46280;11;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-16 00:00:00 +0200;Friday;51412;13;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-17 00:00:00 +0200;Saturday;67705;12;cloudy;
Zeil (Mitte), Frankfurt a.M.;2020-10-18 00:00:00 +0200;Sunday;13691;13;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-10-19 00:00:00 +0200;Monday;44687;14;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-10-20 00:00:00 +0200;Tuesday;39800;15;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-21 00:00:00 +0200;Wednesday;42876;19;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-22 00:00:00 +0200;Thursday;45506;20;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-23 00:00:00 +0200;Friday;40182;16;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-24 00:00:00 +0200;Saturday;68876;16;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-10-25 00:00:00 +0200;Sunday;13603;17;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-26 00:00:00 +0100;Monday;37766;13;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-27 00:00:00 +0100;Tuesday;40130;13;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-28 00:00:00 +0100;Wednesday;38873;15;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-29 00:00:00 +0100;Thursday;33710;13;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-30 00:00:00 +0100;Friday;55645;16;rain;
Zeil (Mitte), Frankfurt a.M.;2020-10-31 00:00:00 +0100;Saturday;81333;16;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-01 00:00:00 +0100;Sunday;13559;16;rain;
Zeil (Mitte), Frankfurt a.M.;2020-11-02 00:00:00 +0100;Monday;38568;22;rain;
Zeil (Mitte), Frankfurt a.M.;2020-11-03 00:00:00 +0100;Tuesday;34551;15;rain;
Zeil (Mitte), Frankfurt a.M.;2020-11-04 00:00:00 +0100;Wednesday;35257;12;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-05 00:00:00 +0100;Thursday;38550;11;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-06 00:00:00 +0100;Friday;42990;11;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-07 00:00:00 +0100;Saturday;58618;11;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-08 00:00:00 +0100;Sunday;11063;11;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-09 00:00:00 +0100;Monday;37956;13;rain;
Zeil (Mitte), Frankfurt a.M.;2020-11-10 00:00:00 +0100;Tuesday;33855;10;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-11 00:00:00 +0100;Wednesday;34727;11;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-12 00:00:00 +0100;Thursday;38762;13;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-13 00:00:00 +0100;Friday;43286;12;rain;
Zeil (Mitte), Frankfurt a.M.;2020-11-14 00:00:00 +0100;Saturday;65745;16;rain;
Zeil (Mitte), Frankfurt a.M.;2020-11-15 00:00:00 +0100;Sunday;10773;17;rain;
Zeil (Mitte), Frankfurt a.M.;2020-11-16 00:00:00 +0100;Monday;33919;13;rain;
Zeil (Mitte), Frankfurt a.M.;2020-11-17 00:00:00 +0100;Tuesday;36080;13;cloudy;
Zeil (Mitte), Frankfurt a.M.;2020-11-18 00:00:00 +0100;Wednesday;37435;14;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-19 00:00:00 +0100;Thursday;36211;12;rain;
Zeil (Mitte), Frankfurt a.M.;2020-11-20 00:00:00 +0100;Friday;41227;8;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-21 00:00:00 +0100;Saturday;57837;7;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-22 00:00:00 +0100;Sunday;8742;8;cloudy;
Zeil (Mitte), Frankfurt a.M.;2020-11-23 00:00:00 +0100;Monday;36971;9;rain;
Zeil (Mitte), Frankfurt a.M.;2020-11-24 00:00:00 +0100;Tuesday;34614;7;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-25 00:00:00 +0100;Wednesday;36078;7;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-26 00:00:00 +0100;Thursday;40409;6;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-27 00:00:00 +0100;Friday;82472;7;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-28 00:00:00 +0100;Saturday;70162;6;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-29 00:00:00 +0100;Sunday;7809;4;clear-day;
Zeil (Mitte), Frankfurt a.M.;2020-11-30 00:00:00 +0100;Monday;44216;2;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-01 00:00:00 +0100;Tuesday;34025;3;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-02 00:00:00 +0100;Wednesday;39954;3;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-12-03 00:00:00 +0100;Thursday;42317;4;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-04 00:00:00 +0100;Friday;40046;6;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-05 00:00:00 +0100;Saturday;69376;6;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-06 00:00:00 +0100;Sunday;7871;5;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-07 00:00:00 +0100;Monday;39359;6;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-08 00:00:00 +0100;Tuesday;39077;6;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-12-09 00:00:00 +0100;Wednesday;37682;5;cloudy;
Zeil (Mitte), Frankfurt a.M.;2020-12-10 00:00:00 +0100;Thursday;41095;3;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-12-11 00:00:00 +0100;Friday;41408;4;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-12 00:00:00 +0100;Saturday;62330;6;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-13 00:00:00 +0100;Sunday;8450;9;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-14 00:00:00 +0100;Monday;64008;9;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-12-15 00:00:00 +0100;Tuesday;61739;8;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-16 00:00:00 +0100;Wednesday;18002;11;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-12-17 00:00:00 +0100;Thursday;19271;10;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-18 00:00:00 +0100;Friday;16895;7;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-12-19 00:00:00 +0100;Saturday;20980;9;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2020-12-20 00:00:00 +0100;Sunday;4326;7;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-21 00:00:00 +0100;Monday;14278;8;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-22 00:00:00 +0100;Tuesday;17114;13;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-23 00:00:00 +0100;Wednesday;9931;13;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-24 00:00:00 +0100;Thursday;8824;12;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-25 00:00:00 +0100;Friday;7028;5;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-26 00:00:00 +0100;Saturday;7587;4;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-27 00:00:00 +0100;Sunday;5432;5;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-28 00:00:00 +0100;Monday;15449;6;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-29 00:00:00 +0100;Tuesday;16454;5;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-30 00:00:00 +0100;Wednesday;17703;6;rain;
Zeil (Mitte), Frankfurt a.M.;2020-12-31 00:00:00 +0100;Thursday;8884;3;rain;
