location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Planken (Ost), Mannheim;2020-10-12 00:00:00 +0200;Monday;12806;13;rain;
Planken (Ost), Mannheim;2020-10-13 00:00:00 +0200;Tuesday;17673;13;rain;
Planken (Ost), Mannheim;2020-10-14 00:00:00 +0200;Wednesday;15961;12;rain;
Planken (Ost), Mannheim;2020-10-15 00:00:00 +0200;Thursday;15793;11;rain;
Planken (Ost), Mannheim;2020-10-16 00:00:00 +0200;Friday;16624;12;rain;
Planken (Ost), Mannheim;2020-10-17 00:00:00 +0200;Saturday;22934;12;partly-cloudy-day;
Planken (Ost), Mannheim;2020-10-18 00:00:00 +0200;Sunday;4573;13;partly-cloudy-day;
Planken (Ost), Mannheim;2020-10-19 00:00:00 +0200;Monday;13754;14;partly-cloudy-day;
Planken (Ost), Mannheim;2020-10-20 00:00:00 +0200;Tuesday;12697;16;cloudy;
Planken (Ost), Mannheim;2020-10-21 00:00:00 +0200;Wednesday;12009;19;partly-cloudy-day;
Planken (Ost), Mannheim;2020-10-22 00:00:00 +0200;Thursday;12687;21;cloudy;
Planken (Ost), Mannheim;2020-10-23 00:00:00 +0200;Friday;11501;17;rain;
Planken (Ost), Mannheim;2020-10-24 00:00:00 +0200;Saturday;21303;17;rain;
Planken (Ost), Mannheim;2020-10-25 00:00:00 +0200;Sunday;4131;18;rain;
Planken (Ost), Mannheim;2020-10-26 00:00:00 +0100;Monday;11268;12;rain;
Planken (Ost), Mannheim;2020-10-27 00:00:00 +0100;Tuesday;12348;13;rain;
Planken (Ost), Mannheim;2020-10-28 00:00:00 +0100;Wednesday;12076;15;rain;
Planken (Ost), Mannheim;2020-10-29 00:00:00 +0100;Thursday;11641;14;rain;
Planken (Ost), Mannheim;2020-10-30 00:00:00 +0100;Friday;15127;15;rain;
Planken (Ost), Mannheim;2020-10-31 00:00:00 +0100;Saturday;22388;16;partly-cloudy-day;
Planken (Ost), Mannheim;2020-11-01 00:00:00 +0100;Sunday;3757;16;rain;
Planken (Ost), Mannheim;2020-11-02 00:00:00 +0100;Monday;11160;22;partly-cloudy-day;
Planken (Ost), Mannheim;2020-11-03 00:00:00 +0100;Tuesday;10564;16;rain;
Planken (Ost), Mannheim;2020-11-04 00:00:00 +0100;Wednesday;10929;12;partly-cloudy-day;
Planken (Ost), Mannheim;2020-11-05 00:00:00 +0100;Thursday;11477;11;clear-day;
Planken (Ost), Mannheim;2020-11-06 00:00:00 +0100;Friday;13144;12;clear-day;
Planken (Ost), Mannheim;2020-11-07 00:00:00 +0100;Saturday;20312;11;clear-day;
Planken (Ost), Mannheim;2020-11-08 00:00:00 +0100;Sunday;3222;12;rain;
Planken (Ost), Mannheim;2020-11-09 00:00:00 +0100;Monday;12796;14;partly-cloudy-day;
Planken (Ost), Mannheim;2020-11-10 00:00:00 +0100;Tuesday;11335;10;partly-cloudy-day;
Planken (Ost), Mannheim;2020-11-11 00:00:00 +0100;Wednesday;11157;11;partly-cloudy-day;
Planken (Ost), Mannheim;2020-11-12 00:00:00 +0100;Thursday;12455;13;partly-cloudy-day;
Planken (Ost), Mannheim;2020-11-13 00:00:00 +0100;Friday;14791;14;partly-cloudy-day;
Planken (Ost), Mannheim;2020-11-14 00:00:00 +0100;Saturday;24339;17;rain;
Planken (Ost), Mannheim;2020-11-15 00:00:00 +0100;Sunday;3528;17;rain;
Planken (Ost), Mannheim;2020-11-16 00:00:00 +0100;Monday;12371;13;rain;
Planken (Ost), Mannheim;2020-11-17 00:00:00 +0100;Tuesday;12230;13;cloudy;
Planken (Ost), Mannheim;2020-11-18 00:00:00 +0100;Wednesday;12100;13;clear-day;
Planken (Ost), Mannheim;2020-11-19 00:00:00 +0100;Thursday;11021;12;rain;
Planken (Ost), Mannheim;2020-11-20 00:00:00 +0100;Friday;13896;8;rain;
Planken (Ost), Mannheim;2020-11-21 00:00:00 +0100;Saturday;22633;7;partly-cloudy-day;
Planken (Ost), Mannheim;2020-11-22 00:00:00 +0100;Sunday;2656;8;cloudy;
Planken (Ost), Mannheim;2020-11-23 00:00:00 +0100;Monday;12418;9;rain;
Planken (Ost), Mannheim;2020-11-24 00:00:00 +0100;Tuesday;12855;8;clear-day;
Planken (Ost), Mannheim;2020-11-25 00:00:00 +0100;Wednesday;12252;7;clear-day;
Planken (Ost), Mannheim;2020-11-26 00:00:00 +0100;Thursday;13764;7;partly-cloudy-day;
Planken (Ost), Mannheim;2020-11-27 00:00:00 +0100;Friday;29916;7;clear-day;
Planken (Ost), Mannheim;2020-11-28 00:00:00 +0100;Saturday;27701;5;clear-day;
Planken (Ost), Mannheim;2020-11-29 00:00:00 +0100;Sunday;2856;4;partly-cloudy-day;
Planken (Ost), Mannheim;2020-11-30 00:00:00 +0100;Monday;15128;2;snow;
Planken (Ost), Mannheim;2020-12-01 00:00:00 +0100;Tuesday;11980;3;rain;
Planken (Ost), Mannheim;2020-12-02 00:00:00 +0100;Wednesday;13139;3;cloudy;
Planken (Ost), Mannheim;2020-12-03 00:00:00 +0100;Thursday;13356;5;cloudy;
Planken (Ost), Mannheim;2020-12-04 00:00:00 +0100;Friday;12206;7;rain;
Planken (Ost), Mannheim;2020-12-05 00:00:00 +0100;Saturday;22047;6;rain;
Planken (Ost), Mannheim;2020-12-06 00:00:00 +0100;Sunday;2258;6;rain;
Planken (Ost), Mannheim;2020-12-07 00:00:00 +0100;Monday;12786;6;rain;
Planken (Ost), Mannheim;2020-12-08 00:00:00 +0100;Tuesday;13905;6;partly-cloudy-day;
Planken (Ost), Mannheim;2020-12-09 00:00:00 +0100;Wednesday;12891;5;cloudy;
Planken (Ost), Mannheim;2020-12-10 00:00:00 +0100;Thursday;12937;3;partly-cloudy-day;
Planken (Ost), Mannheim;2020-12-11 00:00:00 +0100;Friday;15953;4;rain;
Planken (Ost), Mannheim;2020-12-12 00:00:00 +0100;Saturday;17663;7;rain;
Planken (Ost), Mannheim;2020-12-13 00:00:00 +0100;Sunday;2252;9;rain;
Planken (Ost), Mannheim;2020-12-14 00:00:00 +0100;Monday;19483;9;partly-cloudy-day;
Planken (Ost), Mannheim;2020-12-15 00:00:00 +0100;Tuesday;20164;8;rain;
Planken (Ost), Mannheim;2020-12-16 00:00:00 +0100;Wednesday;4323;11;rain;
Planken (Ost), Mannheim;2020-12-17 00:00:00 +0100;Thursday;4904;10;rain;
Planken (Ost), Mannheim;2020-12-18 00:00:00 +0100;Friday;4336;7;partly-cloudy-day;
Planken (Ost), Mannheim;2020-12-19 00:00:00 +0100;Saturday;3992;10;partly-cloudy-day;
Planken (Ost), Mannheim;2020-12-20 00:00:00 +0100;Sunday;1518;8;rain;
Planken (Ost), Mannheim;2020-12-21 00:00:00 +0100;Monday;4979;9;rain;
Planken (Ost), Mannheim;2020-12-22 00:00:00 +0100;Tuesday;5073;14;rain;
Planken (Ost), Mannheim;2020-12-23 00:00:00 +0100;Wednesday;3554;13;rain;
Planken (Ost), Mannheim;2020-12-24 00:00:00 +0100;Thursday;1892;12;rain;
Planken (Ost), Mannheim;2020-12-25 00:00:00 +0100;Friday;1723;5;rain;
Planken (Ost), Mannheim;2020-12-26 00:00:00 +0100;Saturday;2006;4;partly-cloudy-day;
Planken (Ost), Mannheim;2020-12-27 00:00:00 +0100;Sunday;1618;6;rain;
Planken (Ost), Mannheim;2020-12-28 00:00:00 +0100;Monday;4138;7;rain;
Planken (Ost), Mannheim;2020-12-29 00:00:00 +0100;Tuesday;4875;5;rain;
Planken (Ost), Mannheim;2020-12-30 00:00:00 +0100;Wednesday;4466;5;rain;
Planken (Ost), Mannheim;2020-12-31 00:00:00 +0100;Thursday;2071;3;rain;
