location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Große Bleichen, Hamburg;2020-10-16 00:00:00 +0200;Friday;16461;12;partly-cloudy-day;
Große Bleichen, Hamburg;2020-10-17 00:00:00 +0200;Saturday;17791;13;rain;
Große Bleichen, Hamburg;2020-10-18 00:00:00 +0200;Sunday;3801;12;rain;
Große Bleichen, Hamburg;2020-10-19 00:00:00 +0200;Monday;12652;13;rain;
Große Bleichen, Hamburg;2020-10-20 00:00:00 +0200;Tuesday;11503;12;rain;
Große Bleichen, Hamburg;2020-10-21 00:00:00 +0200;Wednesday;10318;16;rain;
Große Bleichen, Hamburg;2020-10-22 00:00:00 +0200;Thursday;12817;17;wind;
Große Bleichen, Hamburg;2020-10-23 00:00:00 +0200;Friday;13068;15;partly-cloudy-day;
Große Bleichen, Hamburg;2020-10-24 00:00:00 +0200;Saturday;13275;14;rain;
Große Bleichen, Hamburg;2020-10-25 00:00:00 +0200;Sunday;4808;15;rain;
Große Bleichen, Hamburg;2020-10-26 00:00:00 +0100;Monday;11564;12;rain;
Große Bleichen, Hamburg;2020-10-27 00:00:00 +0100;Tuesday;10962;13;rain;
Große Bleichen, Hamburg;2020-10-28 00:00:00 +0100;Wednesday;11045;14;rain;
Große Bleichen, Hamburg;2020-10-29 00:00:00 +0100;Thursday;10885;12;rain;
Große Bleichen, Hamburg;2020-10-30 00:00:00 +0100;Friday;9482;14;rain;
Große Bleichen, Hamburg;2020-10-31 00:00:00 +0100;Saturday;5306;14;rain;
Große Bleichen, Hamburg;2020-11-01 00:00:00 +0100;Sunday;3680;16;rain;
Große Bleichen, Hamburg;2020-11-02 00:00:00 +0100;Monday;8728;19;rain;
Große Bleichen, Hamburg;2020-11-03 00:00:00 +0100;Tuesday;9536;12;partly-cloudy-day;
Große Bleichen, Hamburg;2020-11-04 00:00:00 +0100;Wednesday;9293;12;partly-cloudy-day;
Große Bleichen, Hamburg;2020-11-05 00:00:00 +0100;Thursday;9831;11;partly-cloudy-day;
Große Bleichen, Hamburg;2020-11-06 00:00:00 +0100;Friday;10028;13;partly-cloudy-day;
Große Bleichen, Hamburg;2020-11-07 00:00:00 +0100;Saturday;12754;11;clear-day;
Große Bleichen, Hamburg;2020-11-08 00:00:00 +0100;Sunday;2749;12;clear-day;
Große Bleichen, Hamburg;2020-11-09 00:00:00 +0100;Monday;9039;8;partly-cloudy-day;
Große Bleichen, Hamburg;2020-11-10 00:00:00 +0100;Tuesday;9117;7;partly-cloudy-day;
Große Bleichen, Hamburg;2020-11-11 00:00:00 +0100;Wednesday;9513;8;cloudy;
Große Bleichen, Hamburg;2020-11-12 00:00:00 +0100;Thursday;9502;11;rain;
Große Bleichen, Hamburg;2020-11-13 00:00:00 +0100;Friday;11125;12;rain;
Große Bleichen, Hamburg;2020-11-14 00:00:00 +0100;Saturday;7293;13;rain;
Große Bleichen, Hamburg;2020-11-15 00:00:00 +0100;Sunday;3231;16;rain;
Große Bleichen, Hamburg;2020-11-16 00:00:00 +0100;Monday;9307;12;rain;
Große Bleichen, Hamburg;2020-11-17 00:00:00 +0100;Tuesday;8709;13;rain;
Große Bleichen, Hamburg;2020-11-18 00:00:00 +0100;Wednesday;10638;12;partly-cloudy-day;
Große Bleichen, Hamburg;2020-11-19 00:00:00 +0100;Thursday;9382;12;rain;
Große Bleichen, Hamburg;2020-11-20 00:00:00 +0100;Friday;11369;8;rain;
Große Bleichen, Hamburg;2020-11-21 00:00:00 +0100;Saturday;11621;9;rain;
Große Bleichen, Hamburg;2020-11-22 00:00:00 +0100;Sunday;2851;11;rain;
Große Bleichen, Hamburg;2020-11-23 00:00:00 +0100;Monday;10023;9;rain;
Große Bleichen, Hamburg;2020-11-24 00:00:00 +0100;Tuesday;10921;9;cloudy;
Große Bleichen, Hamburg;2020-11-25 00:00:00 +0100;Wednesday;11223;7;cloudy;
Große Bleichen, Hamburg;2020-11-26 00:00:00 +0100;Thursday;11310;9;rain;
Große Bleichen, Hamburg;2020-11-27 00:00:00 +0100;Friday;16661;6;clear-day;
Große Bleichen, Hamburg;2020-11-28 00:00:00 +0100;Saturday;15702;4;clear-day;
Große Bleichen, Hamburg;2020-11-29 00:00:00 +0100;Sunday;4661;4;partly-cloudy-day;
Große Bleichen, Hamburg;2020-11-30 00:00:00 +0100;Monday;11269;3;rain;
Große Bleichen, Hamburg;2020-12-01 00:00:00 +0100;Tuesday;10611;4;rain;
Große Bleichen, Hamburg;2020-12-02 00:00:00 +0100;Wednesday;10895;3;partly-cloudy-day;
Große Bleichen, Hamburg;2020-12-03 00:00:00 +0100;Thursday;11542;2;snow;
Große Bleichen, Hamburg;2020-12-04 00:00:00 +0100;Friday;13022;4;cloudy;
Große Bleichen, Hamburg;2020-12-05 00:00:00 +0100;Saturday;17238;4;rain;
Große Bleichen, Hamburg;2020-12-06 00:00:00 +0100;Sunday;5039;6;rain;
Große Bleichen, Hamburg;2020-12-07 00:00:00 +0100;Monday;11606;7;rain;
Große Bleichen, Hamburg;2020-12-08 00:00:00 +0100;Tuesday;11792;6;partly-cloudy-day;
Große Bleichen, Hamburg;2020-12-09 00:00:00 +0100;Wednesday;11530;3;rain;
Große Bleichen, Hamburg;2020-12-10 00:00:00 +0100;Thursday;11744;3;rain;
Große Bleichen, Hamburg;2020-12-11 00:00:00 +0100;Friday;13811;3;cloudy;
Große Bleichen, Hamburg;2020-12-12 00:00:00 +0100;Saturday;17246;3;rain;
Große Bleichen, Hamburg;2020-12-13 00:00:00 +0100;Sunday;3929;4;rain;
Große Bleichen, Hamburg;2020-12-14 00:00:00 +0100;Monday;14876;8;rain;
Große Bleichen, Hamburg;2020-12-15 00:00:00 +0100;Tuesday;14289;8;rain;
Große Bleichen, Hamburg;2020-12-16 00:00:00 +0100;Wednesday;6005;9;partly-cloudy-day;
Große Bleichen, Hamburg;2020-12-17 00:00:00 +0100;Thursday;5501;10;rain;
Große Bleichen, Hamburg;2020-12-18 00:00:00 +0100;Friday;6519;8;partly-cloudy-day;
Große Bleichen, Hamburg;2020-12-19 00:00:00 +0100;Saturday;5779;9;clear-day;
Große Bleichen, Hamburg;2020-12-20 00:00:00 +0100;Sunday;4345;9;rain;
Große Bleichen, Hamburg;2020-12-21 00:00:00 +0100;Monday;6186;8;rain;
Große Bleichen, Hamburg;2020-12-22 00:00:00 +0100;Tuesday;4971;12;rain;
Große Bleichen, Hamburg;2020-12-23 00:00:00 +0100;Wednesday;3511;6;rain;
Große Bleichen, Hamburg;2020-12-24 00:00:00 +0100;Thursday;2395;6;rain;
Große Bleichen, Hamburg;2020-12-25 00:00:00 +0100;Friday;3495;3;clear-day;
Große Bleichen, Hamburg;2020-12-26 00:00:00 +0100;Saturday;3655;4;snow;
Große Bleichen, Hamburg;2020-12-27 00:00:00 +0100;Sunday;1935;4;rain;
Große Bleichen, Hamburg;2020-12-28 00:00:00 +0100;Monday;4882;4;rain;
Große Bleichen, Hamburg;2020-12-29 00:00:00 +0100;Tuesday;4816;4;rain;
Große Bleichen, Hamburg;2020-12-30 00:00:00 +0100;Wednesday;4444;4;rain;
Große Bleichen, Hamburg;2020-12-31 00:00:00 +0100;Thursday;2820;5;rain;
